zone_id,bn_prob,eta_min,severity,action,scored_at
dock-b,0.209,,normal,,1772553485664
stage-in,0.308,,normal,,1772553485664
aisle-1-4,0.398,,normal,,1772553485664
aisle-5-8,0.381,,normal,,1772553485664
aisle-9-12,0.356,,normal,,1772553485664
pick-a,0.236,,normal,,1772553485664
pick-b,0.556,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553485664
pack,0.351,,normal,,1772553485664
stage-out,0.5,15.5,elevated,,1772553485664
dock-c,0.139,,normal,,1772553485664
dock-d,0.294,,normal,,1772553485664
dock-a,0.193,,normal,,1772553489664
dock-b,0.15,,normal,,1772553489664
stage-in,0.262,,normal,,1772553489664
aisle-1-4,0.376,,normal,,1772553489664
aisle-5-8,0.384,,normal,,1772553489664
aisle-9-12,0.426,,normal,,1772553489664
pick-a,0.268,,normal,,1772553489664
pick-b,0.517,15.1,elevated,,1772553489664
pack,0.317,,normal,,1772553489664
stage-out,0.532,14.7,elevated,,1772553489664
dock-c,0.177,,normal,,1772553489664
dock-d,0.335,,normal,,1772553489664
dock-a,0.152,,normal,,1772553493664
dock-b,0.163,,normal,,1772553493664
stage-in,0.221,,normal,,1772553493664
aisle-1-4,0.364,,normal,,1772553493664
aisle-5-8,0.409,,normal,,1772553493664
aisle-9-12,0.436,,normal,,1772553493664
pick-a,0.288,,normal,,1772553493664
pick-b,0.553,14.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553493664
pack,0.425,,normal,,1772553493664
stage-out,0.48,16.0,normal,,1772553493664
dock-c,0.185,,normal,,1772553493664
dock-d,0.288,,normal,,1772553493664
dock-a,0.171,,normal,,1772553497664
dock-b,0.221,,normal,,1772553497664
stage-in,0.31,,normal,,1772553497664
aisle-1-4,0.339,,normal,,1772553497664
aisle-5-8,0.426,,normal,,1772553497664
aisle-9-12,0.385,,normal,,1772553497664
pick-a,0.287,,normal,,1772553497664
pick-b,0.581,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553497664
pack,0.364,,normal,,1772553497664
stage-out,0.529,14.8,elevated,,1772553497664
dock-c,0.273,,normal,,1772553497664
dock-d,0.265,,normal,,1772553497664
dock-a,0.241,,normal,,1772553501664
dock-b,0.211,,normal,,1772553501664
stage-in,0.273,,normal,,1772553501664
aisle-1-4,0.266,,normal,,1772553501664
aisle-5-8,0.405,,normal,,1772553501664
aisle-9-12,0.379,,normal,,1772553501664
pick-a,0.296,,normal,,1772553501664
pick-b,0.528,14.8,elevated,,1772553501664
pack,0.388,,normal,,1772553501664
stage-out,0.474,16.1,normal,,1772553501664
dock-c,0.232,,normal,,1772553501664
dock-d,0.213,,normal,,1772553501664
dock-a,0.187,,normal,,1772553505664
dock-b,0.21,,normal,,1772553505664
stage-in,0.297,,normal,,1772553505664
aisle-1-4,0.353,,normal,,1772553505664
aisle-5-8,0.465,16.4,normal,,1772553505664
aisle-9-12,0.432,,normal,,1772553505664
pick-a,0.261,,normal,,1772553505664
pick-b,0.569,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553505664
pack,0.412,,normal,,1772553505664
stage-out,0.495,15.6,normal,,1772553505664
dock-c,0.19,,normal,,1772553505664
dock-d,0.282,,normal,,1772553505664
dock-a,0.251,,normal,,1772553509664
dock-b,0.257,,normal,,1772553509664
stage-in,0.217,,normal,,1772553509664
aisle-1-4,0.326,,normal,,1772553509664
aisle-5-8,0.476,16.1,normal,,1772553509664
aisle-9-12,0.419,,normal,,1772553509664
pick-a,0.281,,normal,,1772553509664
pick-b,0.559,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553509664
pack,0.425,,normal,,1772553509664
stage-out,0.499,15.5,normal,,1772553509664
dock-c,0.268,,normal,,1772553509664
dock-d,0.207,,normal,,1772553509664
dock-a,0.236,,normal,,1772553513664
dock-b,0.267,,normal,,1772553513664
stage-in,0.272,,normal,,1772553513664
aisle-1-4,0.345,,normal,,1772553513664
aisle-5-8,0.513,15.2,elevated,,1772553513664
aisle-9-12,0.397,,normal,,1772553513664
pick-a,0.205,,normal,,1772553513664
pick-b,0.582,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553513664
pack,0.374,,normal,,1772553513664
stage-out,0.513,15.2,elevated,,1772553513664
dock-c,0.232,,normal,,1772553513664
dock-d,0.243,,normal,,1772553513664
dock-a,0.177,,normal,,1772553517664
dock-b,0.379,,normal,,1772553517664
stage-in,0.264,,normal,,1772553517664
aisle-1-4,0.338,,normal,,1772553517664
aisle-5-8,0.558,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553517664
aisle-9-12,0.413,,normal,,1772553517664
pick-a,0.229,,normal,,1772553517664
pick-b,0.51,15.2,elevated,,1772553517664
pack,0.374,,normal,,1772553517664
stage-out,0.534,14.6,elevated,,1772553517664
dock-c,0.215,,normal,,1772553517664
dock-d,0.306,,normal,,1772553517664
dock-a,0.228,,normal,,1772553521664
dock-b,0.359,,normal,,1772553521664
stage-in,0.214,,normal,,1772553521664
aisle-1-4,0.296,,normal,,1772553521664
aisle-5-8,0.625,12.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553521664
aisle-9-12,0.455,16.6,normal,,1772553521664
pick-a,0.186,,normal,,1772553521664
pick-b,0.592,13.2,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553521664
pack,0.376,,normal,,1772553521664
stage-out,0.55,14.2,elevated,,1772553521664
dock-c,0.184,,normal,,1772553521664
dock-d,0.241,,normal,,1772553521664
dock-a,0.163,,normal,,1772553525664
dock-b,0.337,,normal,,1772553525664
stage-in,0.285,,normal,,1772553525664
aisle-1-4,0.308,,normal,,1772553525664
aisle-5-8,0.508,15.3,elevated,,1772553525664
aisle-9-12,0.57,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553525664
pick-a,0.203,,normal,,1772553525664
pick-b,0.561,14.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553525664
pack,0.407,,normal,,1772553525664
stage-out,0.546,14.3,elevated,,1772553525664
dock-c,0.185,,normal,,1772553525664
dock-d,0.274,,normal,,1772553525664
dock-a,0.2,,normal,,1772553529664
dock-b,0.323,,normal,,1772553529664
stage-in,0.216,,normal,,1772553529664
aisle-1-4,0.31,,normal,,1772553529664
aisle-5-8,0.623,12.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553529664
aisle-9-12,0.572,13.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553529664
pick-a,0.18,,normal,,1772553529664
pick-b,0.567,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553529664
pack,0.392,,normal,,1772553529664
stage-out,0.451,16.7,normal,,1772553529664
dock-c,0.198,,normal,,1772553529664
dock-d,0.233,,normal,,1772553529664
dock-a,0.229,,normal,,1772553533664
dock-b,0.381,,normal,,1772553533664
stage-in,0.189,,normal,,1772553533664
aisle-1-4,0.338,,normal,,1772553533664
aisle-5-8,0.583,13.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553533664
aisle-9-12,0.432,,normal,,1772553533664
pick-a,0.26,,normal,,1772553533664
pick-b,0.542,14.4,elevated,,1772553533664
pack,0.419,,normal,,1772553533664
stage-out,0.454,16.6,normal,,1772553533664
dock-c,0.207,,normal,,1772553533664
dock-d,0.301,,normal,,1772553533664
dock-a,0.211,,normal,,1772553537664
dock-b,0.402,,normal,,1772553537664
stage-in,0.135,,normal,,1772553537664
aisle-1-4,0.296,,normal,,1772553537664
aisle-5-8,0.572,13.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553537664
aisle-9-12,0.501,15.5,elevated,,1772553537664
pick-a,0.191,,normal,,1772553537664
pick-b,0.497,15.6,normal,,1772553537664
pack,0.399,,normal,,1772553537664
stage-out,0.435,,normal,,1772553537664
dock-c,0.215,,normal,,1772553537664
dock-d,0.274,,normal,,1772553537664
dock-a,0.259,,normal,,1772553541664
dock-b,0.297,,normal,,1772553541664
stage-in,0.194,,normal,,1772553541664
aisle-1-4,0.3,,normal,,1772553541664
aisle-5-8,0.522,14.9,elevated,,1772553541664
aisle-9-12,0.537,14.6,elevated,,1772553541664
pick-a,0.169,,normal,,1772553541664
pick-b,0.563,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553541664
pack,0.375,,normal,,1772553541664
stage-out,0.392,,normal,,1772553541664
dock-c,0.148,,normal,,1772553541664
dock-d,0.215,,normal,,1772553541664
dock-a,0.324,,normal,,1772553545664
dock-b,0.352,,normal,,1772553545664
stage-in,0.198,,normal,,1772553545664
aisle-1-4,0.268,,normal,,1772553545664
aisle-5-8,0.489,15.8,normal,,1772553545664
aisle-9-12,0.542,14.4,elevated,,1772553545664
pick-a,0.218,,normal,,1772553545664
pick-b,0.536,14.6,elevated,,1772553545664
pack,0.357,,normal,,1772553545664
stage-out,0.42,,normal,,1772553545664
dock-c,0.232,,normal,,1772553545664
dock-d,0.223,,normal,,1772553545664
dock-a,0.286,,normal,,1772553549664
dock-b,0.349,,normal,,1772553549664
stage-in,0.193,,normal,,1772553549664
aisle-1-4,0.294,,normal,,1772553549664
aisle-5-8,0.515,15.1,elevated,,1772553549664
aisle-9-12,0.518,15.0,elevated,,1772553549664
pick-a,0.196,,normal,,1772553549664
pick-b,0.528,14.8,elevated,,1772553549664
pack,0.357,,normal,,1772553549664
stage-out,0.396,,normal,,1772553549664
dock-c,0.152,,normal,,1772553549664
dock-d,0.257,,normal,,1772553549664
dock-a,0.264,,normal,,1772553553664
dock-b,0.336,,normal,,1772553553664
stage-in,0.208,,normal,,1772553553664
aisle-1-4,0.23,,normal,,1772553553664
aisle-5-8,0.454,16.6,normal,,1772553553664
aisle-9-12,0.614,12.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553553664
pick-a,0.257,,normal,,1772553553664
pick-b,0.488,15.8,normal,,1772553553664
pack,0.382,,normal,,1772553553664
stage-out,0.407,,normal,,1772553553664
dock-c,0.182,,normal,,1772553553664
dock-d,0.308,,normal,,1772553553664
dock-a,0.225,,normal,,1772553557664
dock-b,0.372,,normal,,1772553557664
stage-in,0.199,,normal,,1772553557664
aisle-1-4,0.268,,normal,,1772553557664
aisle-5-8,0.492,15.7,normal,,1772553557664
aisle-9-12,0.635,12.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553557664
pick-a,0.206,,normal,,1772553557664
pick-b,0.451,16.7,normal,,1772553557664
pack,0.356,,normal,,1772553557664
stage-out,0.363,,normal,,1772553557664
dock-c,0.179,,normal,,1772553557664
dock-d,0.319,,normal,,1772553557664
dock-a,0.261,,normal,,1772553561664
dock-b,0.426,,normal,,1772553561664
stage-in,0.224,,normal,,1772553561664
aisle-1-4,0.192,,normal,,1772553561664
aisle-5-8,0.472,16.2,normal,,1772553561664
aisle-9-12,0.707,10.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553561664
pick-a,0.214,,normal,,1772553561664
pick-b,0.446,,normal,,1772553561664
pack,0.367,,normal,,1772553561664
stage-out,0.5,15.5,elevated,,1772553561664
dock-c,0.21,,normal,,1772553561664
dock-d,0.337,,normal,,1772553561664
dock-a,0.233,,normal,,1772553565664
dock-b,0.371,,normal,,1772553565664
stage-in,0.206,,normal,,1772553565664
aisle-1-4,0.208,,normal,,1772553565664
aisle-5-8,0.507,15.3,elevated,,1772553565664
aisle-9-12,0.628,12.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553565664
pick-a,0.181,,normal,,1772553565664
pick-b,0.468,16.3,normal,,1772553565664
pack,0.378,,normal,,1772553565664
stage-out,0.513,15.2,elevated,,1772553565664
dock-c,0.208,,normal,,1772553565664
dock-d,0.261,,normal,,1772553565664
dock-a,0.252,,normal,,1772553569664
dock-b,0.374,,normal,,1772553569664
stage-in,0.251,,normal,,1772553569664
aisle-1-4,0.171,,normal,,1772553569664
aisle-5-8,0.508,15.3,elevated,,1772553569664
aisle-9-12,0.695,10.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553569664
pick-a,0.172,,normal,,1772553569664
pick-b,0.506,15.3,elevated,,1772553569664
pack,0.395,,normal,,1772553569664
stage-out,0.473,16.2,normal,,1772553569664
dock-c,0.239,,normal,,1772553569664
dock-d,0.248,,normal,,1772553569664
dock-a,0.212,,normal,,1772553573664
dock-b,0.377,,normal,,1772553573664
stage-in,0.209,,normal,,1772553573664
aisle-1-4,0.205,,normal,,1772553573664
aisle-5-8,0.546,14.3,elevated,,1772553573664
aisle-9-12,0.706,10.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553573664
pick-a,0.176,,normal,,1772553573664
pick-b,0.45,,normal,,1772553573664
pack,0.373,,normal,,1772553573664
stage-out,0.492,15.7,normal,,1772553573664
dock-c,0.302,,normal,,1772553573664
dock-d,0.274,,normal,,1772553573664
dock-a,0.189,,normal,,1772553577664
dock-b,0.39,,normal,,1772553577664
stage-in,0.19,,normal,,1772553577664
aisle-1-4,0.179,,normal,,1772553577664
aisle-5-8,0.508,15.3,elevated,,1772553577664
aisle-9-12,0.533,14.7,elevated,,1772553577664
pick-a,0.212,,normal,,1772553577664
pick-b,0.472,16.2,normal,,1772553577664
pack,0.438,,normal,,1772553577664
stage-out,0.511,15.2,elevated,,1772553577664
dock-c,0.225,,normal,,1772553577664
dock-d,0.327,,normal,,1772553577664
dock-a,0.235,,normal,,1772553581664
dock-b,0.38,,normal,,1772553581664
stage-in,0.242,,normal,,1772553581664
aisle-1-4,0.207,,normal,,1772553581664
aisle-5-8,0.52,15.0,elevated,,1772553581664
aisle-9-12,0.601,13.0,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553581664
pick-a,0.141,,normal,,1772553581664
pick-b,0.447,,normal,,1772553581664
pack,0.45,,normal,,1772553581664
stage-out,0.451,16.7,normal,,1772553581664
dock-c,0.239,,normal,,1772553581664
dock-d,0.31,,normal,,1772553581664
dock-a,0.249,,normal,,1772553585664
dock-b,0.332,,normal,,1772553585664
stage-in,0.148,,normal,,1772553585664
aisle-1-4,0.225,,normal,,1772553585664
aisle-5-8,0.458,16.6,normal,,1772553585664
aisle-9-12,0.624,12.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553585664
pick-a,0.092,,normal,,1772553585664
pick-b,0.471,16.2,normal,,1772553585664
pack,0.382,,normal,,1772553585664
stage-out,0.519,15.0,elevated,,1772553585664
dock-c,0.26,,normal,,1772553585664
dock-d,0.297,,normal,,1772553585664
dock-a,0.249,,normal,,1772553589664
dock-b,0.409,,normal,,1772553589664
stage-in,0.192,,normal,,1772553589664
aisle-1-4,0.185,,normal,,1772553589664
aisle-5-8,0.456,16.6,normal,,1772553589664
aisle-9-12,0.554,14.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553589664
pick-a,0.094,,normal,,1772553589664
pick-b,0.439,,normal,,1772553589664
pack,0.423,,normal,,1772553589664
stage-out,0.543,14.4,elevated,,1772553589664
dock-c,0.297,,normal,,1772553589664
dock-d,0.254,,normal,,1772553589664
dock-a,0.184,,normal,,1772553593664
dock-b,0.433,,normal,,1772553593664
stage-in,0.206,,normal,,1772553593664
aisle-1-4,0.275,,normal,,1772553593664
aisle-5-8,0.524,14.9,elevated,,1772553593664
aisle-9-12,0.564,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553593664
pick-a,0.095,,normal,,1772553593664
pick-b,0.397,,normal,,1772553593664
pack,0.322,,normal,,1772553593664
stage-out,0.501,15.5,elevated,,1772553593664
dock-c,0.269,,normal,,1772553593664
dock-d,0.303,,normal,,1772553593664
dock-a,0.183,,normal,,1772553597664
dock-b,0.377,,normal,,1772553597664
stage-in,0.26,,normal,,1772553597664
aisle-1-4,0.294,,normal,,1772553597664
aisle-5-8,0.531,14.7,elevated,,1772553597664
aisle-9-12,0.612,12.7,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553597664
pick-a,0.127,,normal,,1772553597664
pick-b,0.46,16.5,normal,,1772553597664
pack,0.339,,normal,,1772553597664
stage-out,0.457,16.6,normal,,1772553597664
dock-c,0.317,,normal,,1772553597664
dock-d,0.338,,normal,,1772553597664
dock-a,0.27,,normal,,1772553601664
dock-b,0.318,,normal,,1772553601664
stage-in,0.276,,normal,,1772553601664
aisle-1-4,0.328,,normal,,1772553601664
aisle-5-8,0.54,14.5,elevated,,1772553601664
aisle-9-12,0.619,12.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553601664
pick-a,0.119,,normal,,1772553601664
pick-b,0.415,,normal,,1772553601664
pack,0.392,,normal,,1772553601664
stage-out,0.464,16.4,normal,,1772553601664
dock-c,0.288,,normal,,1772553601664
dock-d,0.325,,normal,,1772553601664
dock-a,0.196,,normal,,1772553605664
dock-b,0.3,,normal,,1772553605664
stage-in,0.267,,normal,,1772553605664
aisle-1-4,0.326,,normal,,1772553605664
aisle-5-8,0.586,13.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553605664
aisle-9-12,0.58,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553605664
pick-a,0.121,,normal,,1772553605664
pick-b,0.418,,normal,,1772553605664
pack,0.357,,normal,,1772553605664
stage-out,0.33,,normal,,1772553605664
dock-c,0.368,,normal,,1772553605664
dock-d,0.308,,normal,,1772553605664
dock-a,0.257,,normal,,1772553609664
dock-b,0.28,,normal,,1772553609664
stage-in,0.271,,normal,,1772553609664
aisle-1-4,0.276,,normal,,1772553609664
aisle-5-8,0.567,13.8,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553609664
aisle-9-12,0.595,13.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553609664
pick-a,0.138,,normal,,1772553609664
pick-b,0.427,,normal,,1772553609664
pack,0.401,,normal,,1772553609664
stage-out,0.304,,normal,,1772553609664
dock-c,0.332,,normal,,1772553609664
dock-d,0.32,,normal,,1772553609664
dock-a,0.223,,normal,,1772553613664
dock-b,0.276,,normal,,1772553613664
stage-in,0.304,,normal,,1772553613664
aisle-1-4,0.282,,normal,,1772553613664
aisle-5-8,0.516,15.1,elevated,,1772553613664
aisle-9-12,0.636,12.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553613664
pick-a,0.131,,normal,,1772553613664
pick-b,0.42,,normal,,1772553613664
pack,0.38,,normal,,1772553613664
stage-out,0.311,,normal,,1772553613664
dock-c,0.33,,normal,,1772553613664
dock-d,0.323,,normal,,1772553613664
dock-a,0.255,,normal,,1772553617664
dock-b,0.199,,normal,,1772553617664
stage-in,0.343,,normal,,1772553617664
aisle-1-4,0.281,,normal,,1772553617664
aisle-5-8,0.585,13.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553617664
aisle-9-12,0.615,12.6,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553617664
pick-a,0.101,,normal,,1772553617664
pick-b,0.458,16.6,normal,,1772553617664
pack,0.405,,normal,,1772553617664
stage-out,0.338,,normal,,1772553617664
dock-c,0.316,,normal,,1772553617664
dock-d,0.337,,normal,,1772553617664
dock-a,0.166,,normal,,1772553621664
dock-b,0.262,,normal,,1772553621664
stage-in,0.362,,normal,,1772553621664
aisle-1-4,0.265,,normal,,1772553621664
aisle-5-8,0.584,13.4,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553621664
aisle-9-12,0.597,13.1,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553621664
pick-a,0.176,,normal,,1772553621664
pick-b,0.409,,normal,,1772553621664
pack,0.337,,normal,,1772553621664
stage-out,0.283,,normal,,1772553621664
dock-c,0.294,,normal,,1772553621664
dock-d,0.358,,normal,,1772553621664
dock-a,0.22,,normal,,1772553625664
dock-b,0.261,,normal,,1772553625664
stage-in,0.289,,normal,,1772553625664
aisle-1-4,0.286,,normal,,1772553625664
aisle-5-8,0.582,13.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553625664
aisle-9-12,0.587,13.3,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553625664
pick-a,0.106,,normal,,1772553625664
pick-b,0.398,,normal,,1772553625664
pack,0.396,,normal,,1772553625664
stage-out,0.226,,normal,,1772553625664
dock-c,0.249,,normal,,1772553625664
dock-d,0.321,,normal,,1772553625664
dock-a,0.182,,normal,,1772553629664
dock-b,0.21,,normal,,1772553629664
stage-in,0.266,,normal,,1772553629664
aisle-1-4,0.318,,normal,,1772553629664
aisle-5-8,0.62,12.5,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553629664
aisle-9-12,0.55,14.2,elevated,,1772553629664
pick-a,0.178,,normal,,1772553629664
pick-b,0.358,,normal,,1772553629664
pack,0.439,,normal,,1772553629664
stage-out,0.181,,normal,,1772553629664
dock-c,0.303,,normal,,1772553629664
dock-d,0.374,,normal,,1772553629664
dock-a,0.235,,normal,,1772553633664
dock-b,0.234,,normal,,1772553633664
stage-in,0.295,,normal,,1772553633664
aisle-1-4,0.271,,normal,,1772553633664
aisle-5-8,0.563,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553633664
aisle-9-12,0.565,13.9,elevated,"{""add_workers"": 2, ""add_robots"": 1, ""from_zone"": ""auto""}",1772553633664
