zone_id,throughput,utilization,queue,workers,robots,timestamp
aisle-1-4,103,68.6,14,6,1,1772553375664
aisle-5-8,77,42.4,11,2,3,1772553375664
aisle-9-12,83,55.1,18,2,3,1772553375664
pick-a,130,37.2,13,4,2,1772553375664
pick-b,95,61.4,28,3,3,1772553375664
pack,92,66.1,6,6,0,1772553375664
stage-out,83,54.0,26,4,0,1772553375664
dock-c,72,51.8,0,7,0,1772553375664
dock-d,107,51.9,24,5,0,1772553375664
dock-a,90,55.0,5,5,0,1772553377664
dock-b,126,55.1,2,6,0,1772553377664
stage-in,91,59.0,0,6,0,1772553377664
aisle-1-4,102,70.1,12,6,1,1772553377664
aisle-5-8,75,42.2,8,2,3,1772553377664
aisle-9-12,80,55.3,20,2,3,1772553377664
pick-a,129,38.3,11,4,2,1772553377664
pick-b,98,60.9,26,3,3,1772553377664
pack,95,67.1,4,6,0,1772553377664
stage-out,79,54.2,26,4,0,1772553377664
dock-c,68,50.0,0,7,0,1772553377664
dock-d,112,50.3,22,5,0,1772553377664
dock-a,90,56.3,2,5,0,1772553379664
dock-b,128,55.7,1,6,0,1772553379664
stage-in,94,59.4,0,6,0,1772553379664
aisle-1-4,106,70.2,11,6,1,1772553379664
aisle-5-8,79,42.6,6,2,3,1772553379664
aisle-9-12,79,55.8,20,2,3,1772553379664
pick-a,129,39.6,13,4,2,1772553379664
pick-b,98,61.6,26,3,3,1772553379664
pack,95,65.6,2,6,0,1772553379664
stage-out,75,55.3,23,4,0,1772553379664
dock-c,68,49.9,0,7,0,1772553379664
dock-d,116,52.2,23,5,0,1772553379664
dock-a,86,57.5,0,5,0,1772553381664
dock-b,130,54.9,0,6,0,1772553381664
stage-in,98,58.4,0,6,0,1772553381664
aisle-1-4,108,70.7,11,6,1,1772553381664
aisle-5-8,76,42.6,4,2,3,1772553381664
aisle-9-12,79,54.9,21,2,3,1772553381664
pick-a,130,39.1,12,4,2,1772553381664
pick-b,101,60.3,25,3,3,1772553381664
pack,94,67.6,4,6,0,1772553381664
stage-out,77,54.5,25,4,0,1772553381664
dock-c,69,49.1,0,7,0,1772553381664
dock-d,117,54.2,26,5,0,1772553381664
dock-a,84,56.3,1,5,0,1772553383664
dock-b,130,55.9,0,6,0,1772553383664
stage-in,95,58.1,3,6,0,1772553383664
aisle-1-4,113,69.2,9,6,1,1772553383664
aisle-5-8,72,42.3,2,2,3,1772553383664
aisle-9-12,76,55.8,23,2,3,1772553383664
pick-a,128,39.4,13,4,2,1772553383664
pick-b,102,58.4,24,3,3,1772553383664
pack,91,66.3,3,6,0,1772553383664
stage-out,82,52.7,27,4,0,1772553383664
dock-c,65,50.6,0,7,0,1772553383664
dock-d,114,53.6,25,5,0,1772553383664
dock-a,82,57.7,4,5,0,1772553385664
dock-b,130,56.8,0,6,0,1772553385664
stage-in,92,59.6,6,6,0,1772553385664
aisle-1-4,109,67.3,9,6,1,1772553385664
aisle-5-8,76,40.6,4,2,3,1772553385664
aisle-9-12,74,56.3,20,2,3,1772553385664
pick-a,125,40.8,16,4,2,1772553385664
pick-b,99,59.5,26,3,3,1772553385664
pack,89,68.2,6,6,0,1772553385664
stage-out,85,53.1,29,4,0,1772553385664
dock-c,65,48.8,2,7,0,1772553385664
dock-d,118,52.2,23,5,0,1772553385664
dock-a,82,58.7,5,5,0,1772553387664
dock-b,130,58.7,1,6,0,1772553387664
stage-in,94,59.0,7,6,0,1772553387664
aisle-1-4,113,67.6,10,6,1,1772553387664
aisle-5-8,81,42.3,2,2,3,1772553387664
aisle-9-12,70,56.5,21,2,3,1772553387664
pick-a,123,39.9,15,4,2,1772553387664
pick-b,100,61.1,23,3,3,1772553387664
pack,88,68.7,6,6,0,1772553387664
stage-out,84,54.4,29,4,0,1772553387664
dock-c,64,47.6,3,7,0,1772553387664
dock-d,123,52.3,23,5,0,1772553387664
dock-a,83,57.0,8,5,0,1772553389664
dock-b,128,59.5,0,6,0,1772553389664
stage-in,93,58.9,9,6,0,1772553389664
aisle-1-4,118,69.2,9,6,1,1772553389664
aisle-5-8,85,40.8,4,2,3,1772553389664
aisle-9-12,74,55.0,20,2,3,1772553389664
pick-a,120,41.2,17,4,2,1772553389664
pick-b,100,62.6,20,3,3,1772553389664
pack,91,67.1,8,6,0,1772553389664
stage-out,80,52.8,30,4,0,1772553389664
dock-c,65,47.3,1,7,0,1772553389664
dock-d,128,50.7,25,5,0,1772553389664
dock-a,79,57.6,8,5,0,1772553391664
dock-b,129,60.3,0,6,0,1772553391664
stage-in,95,59.5,8,6,0,1772553391664
aisle-1-4,123,68.0,7,6,1,1772553391664
aisle-5-8,83,42.3,7,2,3,1772553391664
aisle-9-12,73,53.8,22,2,3,1772553391664
pick-a,123,42.5,15,4,2,1772553391664
pick-b,99,61.2,21,3,3,1772553391664
pack,90,65.4,10,6,0,1772553391664
stage-out,76,52.0,30,4,0,1772553391664
dock-c,69,47.5,1,7,0,1772553391664
dock-d,130,49.9,22,5,0,1772553391664
dock-a,81,59.4,8,5,0,1772553393664
dock-b,127,58.7,2,6,0,1772553393664
stage-in,94,59.3,11,6,0,1772553393664
aisle-1-4,120,68.9,8,6,1,1772553393664
aisle-5-8,81,43.2,5,2,3,1772553393664
aisle-9-12,71,52.9,22,2,3,1772553393664
pick-a,122,42.6,14,4,2,1772553393664
pick-b,101,61.6,18,3,3,1772553393664
pack,92,65.8,7,6,0,1772553393664
stage-out,79,53.6,29,4,0,1772553393664
dock-c,69,48.7,0,7,0,1772553393664
dock-d,129,48.0,19,5,0,1772553393664
dock-a,82,60.1,5,5,0,1772553395664
dock-b,126,56.8,0,6,0,1772553395664
stage-in,90,61.0,10,6,0,1772553395664
aisle-1-4,124,69.4,10,6,1,1772553395664
aisle-5-8,86,44.2,2,2,3,1772553395664
aisle-9-12,71,54.1,25,2,3,1772553395664
pick-a,121,41.8,17,4,2,1772553395664
pick-b,99,60.6,20,3,3,1772553395664
pack,92,64.1,6,6,0,1772553395664
stage-out,81,52.1,28,4,0,1772553395664
dock-c,69,50.0,0,7,0,1772553395664
dock-d,128,48.3,19,5,0,1772553395664
dock-a,81,61.4,5,5,0,1772553397664
dock-b,128,56.0,0,5,0,1772553397664
stage-in,95,59.2,7,6,0,1772553397664
aisle-1-4,129,68.6,12,7,0,1772553397664
aisle-5-8,86,45.2,0,2,4,1772553397664
aisle-9-12,69,55.9,24,2,4,1772553397664
pick-a,122,39.9,18,5,3,1772553397664
pick-b,98,59.5,17,3,3,1772553397664
pack,93,63.3,7,6,0,1772553397664
stage-out,83,50.8,28,4,0,1772553397664
dock-c,72,49.9,0,7,0,1772553397664
dock-d,130,49.3,17,5,0,1772553397664
dock-a,78,61.9,8,5,0,1772553399664
dock-b,130,57.0,0,5,0,1772553399664
stage-in,94,58.1,7,6,0,1772553399664
aisle-1-4,127,68.1,12,7,0,1772553399664
aisle-5-8,90,44.0,0,2,4,1772553399664
aisle-9-12,65,54.2,23,2,4,1772553399664
pick-a,119,41.2,21,5,3,1772553399664
pick-b,99,59.0,18,3,3,1772553399664
pack,90,62.6,7,6,0,1772553399664
stage-out,87,51.8,26,4,0,1772553399664
dock-c,75,48.9,2,7,0,1772553399664
dock-d,130,47.5,14,5,0,1772553399664
dock-a,78,60.6,8,5,0,1772553401664
dock-b,128,55.4,1,5,0,1772553401664
stage-in,98,59.7,10,6,0,1772553401664
aisle-1-4,130,66.7,14,7,0,1772553401664
aisle-5-8,93,42.5,0,2,4,1772553401664
aisle-9-12,63,54.2,21,2,4,1772553401664
pick-a,119,40.2,24,5,3,1772553401664
pick-b,97,59.5,15,3,3,1772553401664
pack,93,61.1,5,6,0,1772553401664
stage-out,86,50.0,29,4,0,1772553401664
dock-c,76,47.7,0,7,0,1772553401664
dock-d,126,48.7,14,5,0,1772553401664
dock-a,76,59.5,6,5,0,1772553403664
dock-b,128,56.8,3,5,0,1772553403664
stage-in,98,58.8,9,6,0,1772553403664
aisle-1-4,130,64.9,13,7,0,1772553403664
aisle-5-8,90,41.3,3,2,4,1772553403664
aisle-9-12,66,55.7,23,2,4,1772553403664
pick-a,123,40.3,21,5,3,1772553403664
pick-b,98,58.8,18,3,3,1772553403664
pack,97,59.2,4,6,0,1772553403664
stage-out,89,50.9,30,4,0,1772553403664
dock-c,77,48.8,3,7,0,1772553403664
dock-d,130,49.3,13,5,0,1772553403664
dock-a,76,59.9,3,5,0,1772553405664
dock-b,130,57.6,4,5,0,1772553405664
stage-in,96,60.0,7,6,0,1772553405664
aisle-1-4,128,66.5,12,7,0,1772553405664
aisle-5-8,89,42.9,1,2,4,1772553405664
aisle-9-12,70,57.2,21,2,4,1772553405664
pick-a,122,39.3,24,5,3,1772553405664
pick-b,94,57.1,18,3,3,1772553405664
pack,94,61.1,7,6,0,1772553405664
stage-out,91,49.6,30,4,0,1772553405664
dock-c,77,48.2,3,7,0,1772553405664
dock-d,126,49.7,10,5,0,1772553405664
dock-a,79,60.0,1,5,0,1772553407664
dock-b,127,59.4,2,5,0,1772553407664
stage-in,100,61.8,7,6,0,1772553407664
aisle-1-4,124,65.7,10,7,0,1772553407664
aisle-5-8,87,42.9,2,2,4,1772553407664
aisle-9-12,69,55.2,24,2,4,1772553407664
pick-a,118,40.7,26,5,3,1772553407664
pick-b,93,57.2,16,3,3,1772553407664
pack,99,62.9,9,6,0,1772553407664
stage-out,92,51.2,28,4,0,1772553407664
dock-c,79,48.8,0,7,0,1772553407664
dock-d,127,51.5,13,5,0,1772553407664
dock-a,82,60.6,0,5,0,1772553409664
dock-b,130,61.2,0,5,0,1772553409664
stage-in,104,62.7,6,6,0,1772553409664
aisle-1-4,127,65.5,12,7,0,1772553409664
aisle-5-8,89,40.9,0,2,4,1772553409664
aisle-9-12,68,54.0,24,2,4,1772553409664
pick-a,114,40.4,25,5,3,1772553409664
pick-b,98,57.5,17,3,3,1772553409664
pack,104,61.0,9,6,0,1772553409664
stage-out,95,51.7,25,4,0,1772553409664
dock-c,77,47.7,0,7,0,1772553409664
dock-d,130,52.6,10,5,0,1772553409664
dock-a,86,59.0,0,5,0,1772553411664
dock-b,129,60.5,3,5,0,1772553411664
stage-in,101,62.4,4,6,0,1772553411664
aisle-1-4,125,67.2,12,7,0,1772553411664
aisle-5-8,90,39.4,0,2,4,1772553411664
aisle-9-12,65,55.1,25,2,4,1772553411664
pick-a,118,41.2,24,5,3,1772553411664
pick-b,98,57.4,15,3,3,1772553411664
pack,103,60.1,10,6,0,1772553411664
stage-out,92,50.3,22,4,0,1772553411664
dock-c,79,48.7,0,7,0,1772553411664
dock-d,126,54.5,8,5,0,1772553411664
dock-a,87,60.4,0,5,0,1772553413664
dock-b,126,61.9,5,5,0,1772553413664
stage-in,105,60.8,7,6,0,1772553413664
aisle-1-4,129,66.3,12,7,0,1772553413664
aisle-5-8,94,40.6,0,2,4,1772553413664
aisle-9-12,68,56.5,25,2,4,1772553413664
pick-a,115,39.5,27,5,3,1772553413664
pick-b,103,58.8,17,3,3,1772553413664
pack,108,59.1,8,6,0,1772553413664
stage-out,90,48.4,22,4,0,1772553413664
dock-c,81,50.7,0,7,0,1772553413664
dock-d,129,53.4,8,5,0,1772553413664
dock-a,92,59.9,0,5,0,1772553415664
dock-b,130,61.1,7,5,0,1772553415664
stage-in,102,62.4,8,6,0,1772553415664
aisle-1-4,126,65.8,14,7,0,1772553415664
aisle-5-8,92,41.8,1,2,4,1772553415664
aisle-9-12,65,54.6,22,2,4,1772553415664
pick-a,114,40.8,27,5,3,1772553415664
pick-b,105,58.7,16,3,3,1772553415664
pack,112,57.3,9,6,0,1772553415664
stage-out,88,50.1,20,4,0,1772553415664
dock-c,80,50.6,1,7,0,1772553415664
dock-d,130,54.5,8,5,0,1772553415664
dock-a,97,60.9,0,5,0,1772553417664
dock-b,127,62.0,8,5,0,1772553417664
stage-in,107,63.3,8,6,0,1772553417664
aisle-1-4,127,65.7,16,7,0,1772553417664
aisle-5-8,96,41.1,1,2,4,1772553417664
aisle-9-12,69,53.9,22,2,4,1772553417664
pick-a,113,41.4,26,5,3,1772553417664
pick-b,108,57.8,15,3,3,1772553417664
pack,111,56.2,12,6,0,1772553417664
stage-out,91,50.9,18,4,0,1772553417664
dock-c,79,49.6,0,7,0,1772553417664
dock-d,130,53.1,6,5,0,1772553417664
dock-a,102,61.4,3,5,0,1772553419664
dock-b,124,60.3,10,5,0,1772553419664
stage-in,109,64.2,11,6,0,1772553419664
aisle-1-4,130,67.5,16,7,0,1772553419664
aisle-5-8,94,42.6,0,2,4,1772553419664
aisle-9-12,68,53.9,23,2,4,1772553419664
pick-a,115,40.5,27,5,3,1772553419664
pick-b,111,58.8,12,3,3,1772553419664
pack,113,56.1,12,6,0,1772553419664
stage-out,89,49.7,17,4,0,1772553419664
dock-c,77,49.7,0,7,0,1772553419664
dock-d,130,51.8,8,5,0,1772553419664
dock-a,107,62.0,5,5,0,1772553421664
dock-b,124,60.6,7,5,0,1772553421664
stage-in,105,62.5,13,6,0,1772553421664
aisle-1-4,126,69.1,14,7,0,1772553421664
aisle-5-8,98,44.2,0,2,4,1772553421664
aisle-9-12,66,52.3,26,2,4,1772553421664
pick-a,120,39.0,26,5,3,1772553421664
pick-b,111,58.5,10,3,3,1772553421664
pack,112,54.4,13,6,0,1772553421664
stage-out,92,48.6,18,4,0,1772553421664
dock-c,82,49.1,1,7,0,1772553421664
dock-d,128,53.0,10,5,0,1772553421664
dock-a,107,60.2,3,5,0,1772553423664
dock-b,123,61.8,5,5,0,1772553423664
stage-in,102,61.5,14,6,0,1772553423664
aisle-1-4,125,70.5,17,7,0,1772553423664
aisle-5-8,94,43.9,2,2,4,1772553423664
aisle-9-12,70,51.3,23,2,4,1772553423664
pick-a,116,40.0,23,5,3,1772553423664
pick-b,112,58.0,11,3,3,1772553423664
pack,111,53.8,16,6,0,1772553423664
stage-out,91,50.5,16,4,0,1772553423664
dock-c,87,49.5,4,7,0,1772553423664
dock-d,130,51.5,7,5,0,1772553423664
dock-a,104,58.9,6,5,0,1772553425664
dock-b,122,62.4,3,5,0,1772553425664
stage-in,102,60.1,15,6,0,1772553425664
aisle-1-4,130,70.8,19,7,0,1772553425664
aisle-5-8,91,44.1,4,2,4,1772553425664
aisle-9-12,68,52.6,21,2,4,1772553425664
pick-a,114,39.5,26,5,3,1772553425664
pick-b,114,57.4,13,3,3,1772553425664
pack,116,53.0,17,6,0,1772553425664
stage-out,91,50.2,18,4,0,1772553425664
dock-c,87,50.6,7,7,0,1772553425664
dock-d,130,51.0,8,5,0,1772553425664
dock-a,109,59.8,4,5,0,1772553427664
dock-b,121,62.0,2,5,0,1772553427664
stage-in,102,59.3,12,6,0,1772553427664
aisle-1-4,130,70.7,17,7,0,1772553427664
aisle-5-8,91,44.0,4,2,4,1772553427664
aisle-9-12,69,52.3,23,2,4,1772553427664
pick-a,113,38.1,24,5,3,1772553427664
pick-b,113,56.0,14,3,3,1772553427664
pack,121,53.4,17,6,0,1772553427664
stage-out,87,49.3,16,4,0,1772553427664
dock-c,85,48.9,7,7,0,1772553427664
dock-d,127,52.1,6,5,0,1772553427664
dock-a,106,61.6,4,5,0,1772553429664
dock-b,117,61.1,0,5,0,1772553429664
stage-in,105,59.6,15,6,0,1772553429664
aisle-1-4,130,68.8,18,7,0,1772553429664
aisle-5-8,91,42.8,7,2,4,1772553429664
aisle-9-12,72,54.0,22,2,4,1772553429664
pick-a,110,38.7,24,5,3,1772553429664
pick-b,113,56.3,15,3,3,1772553429664
pack,124,53.6,17,6,0,1772553429664
stage-out,89,49.7,13,4,0,1772553429664
dock-c,88,49.6,4,7,0,1772553429664
dock-d,129,51.3,3,5,0,1772553429664
dock-a,109,60.6,2,5,0,1772553431664
dock-b,120,60.4,0,5,0,1772553431664
stage-in,108,60.9,15,6,0,1772553431664
aisle-1-4,130,68.8,17,7,0,1772553431664
aisle-5-8,89,42.2,4,2,4,1772553431664
aisle-9-12,76,52.4,21,2,4,1772553431664
pick-a,114,38.9,25,5,3,1772553431664
pick-b,116,54.6,16,3,3,1772553431664
pack,126,55.1,20,6,0,1772553431664
stage-out,92,48.7,13,4,0,1772553431664
dock-c,91,49.0,2,7,0,1772553431664
dock-d,126,50.8,5,5,0,1772553431664
dock-a,112,61.1,0,5,0,1772553433664
dock-b,122,61.3,3,5,0,1772553433664
stage-in,113,61.3,17,6,0,1772553433664
aisle-1-4,130,68.2,16,7,0,1772553433664
aisle-5-8,89,40.5,7,2,4,1772553433664
aisle-9-12,74,52.6,19,2,4,1772553433664
pick-a,116,37.5,25,5,3,1772553433664
pick-b,117,53.6,16,3,3,1772553433664
pack,128,56.3,21,6,0,1772553433664
stage-out,88,47.4,14,4,0,1772553433664
dock-c,91,48.6,4,7,0,1772553433664
dock-d,126,52.1,4,5,0,1772553433664
dock-a,112,60.6,0,5,0,1772553435664
dock-b,119,62.6,3,5,0,1772553435664
stage-in,114,60.6,18,6,0,1772553435664
aisle-1-4,130,68.3,17,7,0,1772553435664
aisle-5-8,93,39.1,6,2,4,1772553435664
aisle-9-12,77,50.6,18,2,4,1772553435664
pick-a,118,36.7,23,5,3,1772553435664
pick-b,122,53.0,16,3,3,1772553435664
pack,130,55.0,18,6,0,1772553435664
stage-out,92,46.7,13,4,0,1772553435664
dock-c,91,47.5,4,7,0,1772553435664
dock-d,126,53.9,5,5,0,1772553435664
dock-a,111,60.5,3,5,0,1772553437664
dock-b,122,62.9,5,5,0,1772553437664
stage-in,118,60.6,18,6,0,1772553437664
aisle-1-4,130,68.4,20,7,0,1772553437664
aisle-5-8,92,39.1,8,2,4,1772553437664
aisle-9-12,77,52.0,15,2,4,1772553437664
pick-a,120,37.1,20,5,3,1772553437664
pick-b,123,52.8,19,3,3,1772553437664
pack,130,56.0,21,6,0,1772553437664
stage-out,90,48.3,14,4,0,1772553437664
dock-c,91,47.7,4,7,0,1772553437664
dock-d,125,54.8,4,5,0,1772553437664
dock-a,108,61.7,6,5,0,1772553439664
dock-b,126,62.6,7,5,0,1772553439664
stage-in,120,61.8,18,6,0,1772553439664
aisle-1-4,130,69.7,21,7,0,1772553439664
aisle-5-8,88,39.4,6,2,4,1772553439664
aisle-9-12,79,53.2,15,2,4,1772553439664
pick-a,122,35.5,20,5,3,1772553439664
pick-b,121,51.0,21,3,3,1772553439664
pack,126,54.7,23,6,0,1772553439664
stage-out,87,48.7,15,4,0,1772553439664
dock-c,87,46.4,1,7,0,1772553439664
dock-d,122,56.0,7,5,0,1772553439664
dock-a,108,61.0,3,5,0,1772553441664
dock-b,128,61.1,6,5,0,1772553441664
stage-in,120,59.8,21,6,0,1772553441664
aisle-1-4,126,70.2,19,7,0,1772553441664
aisle-5-8,91,37.9,4,2,4,1772553441664
aisle-9-12,79,53.0,14,2,4,1772553441664
pick-a,120,36.7,18,5,3,1772553441664
pick-b,117,50.4,22,3,3,1772553441664
pack,128,56.5,25,6,0,1772553441664
stage-out,83,48.0,16,4,0,1772553441664
dock-c,83,46.6,4,7,0,1772553441664
dock-d,121,57.7,4,5,0,1772553441664
dock-a,110,60.8,4,5,0,1772553443664
dock-b,126,61.8,5,5,0,1772553443664
stage-in,122,58.6,20,6,0,1772553443664
aisle-1-4,127,69.5,18,7,0,1772553443664
aisle-5-8,89,36.5,1,2,4,1772553443664
aisle-9-12,83,51.5,17,2,4,1772553443664
pick-a,123,38.0,19,5,3,1772553443664
pick-b,120,51.2,19,3,3,1772553443664
pack,125,58.3,22,6,0,1772553443664
stage-out,87,46.2,19,4,0,1772553443664
dock-c,83,48.5,5,7,0,1772553443664
dock-d,121,58.0,6,5,0,1772553443664
dock-a,106,60.2,3,5,0,1772553445664
dock-b,130,61.0,6,5,0,1772553445664
stage-in,126,57.1,19,6,0,1772553445664
aisle-1-4,130,70.9,20,7,0,1772553445664
aisle-5-8,86,38.1,4,2,4,1772553445664
aisle-9-12,79,52.5,19,2,4,1772553445664
pick-a,121,39.8,17,5,3,1772553445664
pick-b,121,52.5,20,3,3,1772553445664
pack,122,58.8,21,6,0,1772553445664
stage-out,84,45.9,20,4,0,1772553445664
dock-c,84,46.7,5,7,0,1772553445664
dock-d,122,59.6,4,5,0,1772553445664
dock-a,103,59.2,4,5,0,1772553447664
dock-b,130,59.3,5,5,0,1772553447664
stage-in,124,57.3,18,6,0,1772553447664
aisle-1-4,128,71.0,20,7,0,1772553447664
aisle-5-8,89,37.9,6,2,4,1772553447664
aisle-9-12,84,54.0,17,2,4,1772553447664
pick-a,120,41.7,20,5,3,1772553447664
pick-b,123,52.7,21,3,3,1772553447664
pack,125,59.0,24,6,0,1772553447664
stage-out,80,46.1,23,4,0,1772553447664
dock-c,89,46.5,5,7,0,1772553447664
dock-d,127,58.8,2,5,0,1772553447664
dock-a,99,58.5,2,5,0,1772553449664
dock-b,130,57.7,5,5,0,1772553449664
stage-in,127,56.7,15,6,0,1772553449664
aisle-1-4,130,70.5,23,7,0,1772553449664
aisle-5-8,94,36.5,6,2,4,1772553449664
aisle-9-12,86,54.4,20,2,4,1772553449664
pick-a,124,40.7,22,5,3,1772553449664
pick-b,122,51.2,19,3,3,1772553449664
pack,125,59.5,25,6,0,1772553449664
stage-out,84,48.1,26,4,0,1772553449664
dock-c,91,47.7,7,7,0,1772553449664
dock-d,123,59.4,0,5,0,1772553449664
dock-a,101,58.2,3,5,0,1772553451664
dock-b,130,57.0,2,5,0,1772553451664
stage-in,127,55.2,16,6,0,1772553451664
aisle-1-4,130,69.4,23,7,0,1772553451664
aisle-5-8,94,35.0,3,2,4,1772553451664
aisle-9-12,88,55.9,19,2,4,1772553451664
pick-a,122,41.4,19,5,3,1772553451664
pick-b,127,52.5,17,3,3,1772553451664
pack,125,59.1,27,6,0,1772553451664
stage-out,81,49.1,28,4,0,1772553451664
dock-c,95,49.1,6,7,0,1772553451664
dock-d,128,59.5,0,5,0,1772553451664
dock-a,104,58.3,3,5,0,1772553453664
dock-b,129,59.0,5,5,0,1772553453664
stage-in,124,53.9,13,6,0,1772553453664
aisle-1-4,130,69.4,26,7,0,1772553453664
aisle-5-8,99,36.8,6,2,4,1772553453664
aisle-9-12,90,56.1,21,2,4,1772553453664
pick-a,122,41.5,19,5,3,1772553453664
pick-b,128,50.9,14,3,3,1772553453664
pack,127,59.9,30,6,0,1772553453664
stage-out,81,47.3,30,4,0,1772553453664
dock-c,94,50.5,5,7,0,1772553453664
dock-d,125,59.9,0,5,0,1772553453664
dock-a,107,57.2,0,5,0,1772553455664
dock-b,130,58.9,5,5,0,1772553455664
stage-in,125,52.4,14,6,0,1772553455664
aisle-1-4,129,68.6,24,7,0,1772553455664
aisle-5-8,96,35.1,5,2,4,1772553455664
aisle-9-12,91,54.1,21,2,4,1772553455664
pick-a,122,40.7,17,5,3,1772553455664
pick-b,128,51.7,17,3,3,1772553455664
pack,130,60.8,29,6,0,1772553455664
stage-out,83,47.6,28,4,0,1772553455664
dock-c,94,48.6,3,7,0,1772553455664
dock-d,129,61.7,3,5,0,1772553455664
dock-a,108,57.6,1,5,0,1772553457664
dock-b,130,58.5,4,6,0,1772553457664
stage-in,121,53.2,16,6,0,1772553457664
aisle-1-4,127,70.3,22,8,0,1772553457664
aisle-5-8,96,35.2,4,2,4,1772553457664
aisle-9-12,90,53.8,19,3,4,1772553457664
pick-a,123,41.1,16,5,2,1772553457664
pick-b,125,53.5,16,2,4,1772553457664
pack,130,61.7,30,6,0,1772553457664
stage-out,79,45.7,30,3,0,1772553457664
dock-c,96,48.5,2,7,0,1772553457664
dock-d,126,62.0,0,5,0,1772553457664
dock-a,104,58.9,0,5,0,1772553459664
dock-b,127,59.6,7,6,0,1772553459664
stage-in,123,54.0,18,6,0,1772553459664
aisle-1-4,125,71.6,20,8,0,1772553459664
aisle-5-8,92,36.1,3,2,4,1772553459664
aisle-9-12,92,52.9,22,3,4,1772553459664
pick-a,128,42.0,18,5,2,1772553459664
pick-b,121,54.1,18,2,4,1772553459664
pack,129,62.0,30,6,0,1772553459664
stage-out,82,43.7,30,3,0,1772553459664
dock-c,101,48.4,5,7,0,1772553459664
dock-d,122,63.8,1,5,0,1772553459664
dock-a,102,57.6,0,5,0,1772553461664
dock-b,128,59.2,9,6,0,1772553461664
stage-in,121,52.4,20,6,0,1772553461664
aisle-1-4,130,71.9,22,8,0,1772553461664
aisle-5-8,93,37.8,2,2,4,1772553461664
aisle-9-12,92,52.8,19,3,4,1772553461664
pick-a,130,42.1,16,5,2,1772553461664
pick-b,122,54.6,19,2,4,1772553461664
pack,129,61.1,28,6,0,1772553461664
stage-out,83,42.1,28,3,0,1772553461664
dock-c,98,49.8,2,7,0,1772553461664
dock-d,126,65.8,3,5,0,1772553461664
dock-a,103,58.4,0,5,0,1772553463664
dock-b,124,59.5,6,6,0,1772553463664
stage-in,124,50.5,21,6,0,1772553463664
aisle-1-4,130,70.8,21,8,0,1772553463664
aisle-5-8,97,37.0,0,2,4,1772553463664
aisle-9-12,94,51.7,18,3,4,1772553463664
pick-a,130,40.6,13,5,2,1772553463664
pick-b,121,56.4,22,2,4,1772553463664
pack,126,62.3,26,6,0,1772553463664
stage-out,83,43.4,26,3,0,1772553463664
dock-c,100,51.5,0,7,0,1772553463664
dock-d,123,67.6,3,5,0,1772553463664
dock-a,107,57.2,0,5,0,1772553465664
dock-b,129,61.3,6,6,0,1772553465664
stage-in,126,48.7,23,6,0,1772553465664
aisle-1-4,130,68.8,23,8,0,1772553465664
aisle-5-8,99,35.9,3,2,4,1772553465664
aisle-9-12,95,52.8,19,3,4,1772553465664
pick-a,130,40.4,16,5,2,1772553465664
pick-b,122,55.8,23,2,4,1772553465664
pack,130,60.7,23,6,0,1772553465664
stage-out,85,42.0,27,3,0,1772553465664
dock-c,97,51.2,0,7,0,1772553465664
dock-d,126,69.2,4,5,0,1772553465664
dock-a,106,55.7,0,5,0,1772553467664
dock-b,130,61.1,4,6,0,1772553467664
stage-in,127,46.7,21,6,0,1772553467664
aisle-1-4,130,66.9,26,8,0,1772553467664
aisle-5-8,95,34.3,3,2,4,1772553467664
aisle-9-12,91,52.0,19,3,4,1772553467664
pick-a,130,38.6,14,5,2,1772553467664
pick-b,126,54.1,20,2,4,1772553467664
pack,130,58.8,21,6,0,1772553467664
stage-out,87,40.3,25,3,0,1772553467664
dock-c,97,50.3,0,7,0,1772553467664
dock-d,129,71.1,7,5,0,1772553467664
dock-a,111,57.5,0,5,0,1772553469664
dock-b,130,61.1,7,6,0,1772553469664
stage-in,130,46.4,22,6,0,1772553469664
aisle-1-4,128,66.9,24,8,0,1772553469664
aisle-5-8,95,34.2,3,2,4,1772553469664
aisle-9-12,89,53.4,18,3,4,1772553469664
pick-a,130,37.3,13,5,2,1772553469664
pick-b,130,54.5,20,2,4,1772553469664
pack,130,58.9,21,6,0,1772553469664
stage-out,91,41.5,23,3,0,1772553469664
dock-c,93,49.6,2,7,0,1772553469664
dock-d,130,69.2,7,5,0,1772553469664
dock-a,109,57.5,0,5,0,1772553471664
dock-b,130,59.2,5,6,0,1772553471664
stage-in,130,48.3,20,6,0,1772553471664
aisle-1-4,127,67.2,25,8,0,1772553471664
aisle-5-8,100,35.5,6,2,4,1772553471664
aisle-9-12,93,55.4,18,3,4,1772553471664
pick-a,128,39.0,15,5,2,1772553471664
pick-b,130,55.4,23,2,4,1772553471664
pack,126,57.4,21,6,0,1772553471664
stage-out,91,43.4,24,3,0,1772553471664
dock-c,98,50.7,0,7,0,1772553471664
dock-d,130,70.0,5,5,0,1772553471664
dock-a,106,58.7,0,5,0,1772553473664
dock-b,130,60.8,6,6,0,1772553473664
stage-in,130,49.1,17,6,0,1772553473664
aisle-1-4,125,66.2,25,8,0,1772553473664
aisle-5-8,101,36.4,9,2,4,1772553473664
aisle-9-12,92,54.2,15,3,4,1772553473664
pick-a,130,40.5,14,5,2,1772553473664
